Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq
ID_61e44b7cf,0.0,0,5,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9538b192e,0,1,1,1,8.0,0.0,6.0,6.0,0,0,1,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,78,36,6084,1,0,0,0.25,64.0,36.0,6084
ID_67c0283d8,275000.0,0,5,0,1,1,0,0.0,0,2,2,1,2,3,1,4,5,5,5,3,0.0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0e00a3d3c,1,4,0,5,0.25,6.0,0.0,5.75,0,1,0,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,1,1,1,4,1,0,0,0,0,0,1,0,58,9,3364,25,36,1,2.7777777,0.0625,33.0625,3364
ID_3feb0af61,275000.0,0,5,0,1,1,0,0.0,0,2,2,1,2,3,1,4,5,5,5,0,0.0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0e00a3d3c,1,4,0,5,0.25,6.0,0.0,5.75,1,0,0,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,1,1,1,4,1,0,0,0,0,0,1,0,1,0,1,25,36,1,2.7777777,0.0625,33.0625,1
ID_2d2185057,275000.0,0,5,0,1,1,0,0.0,0,2,2,1,2,3,1,4,5,5,5,6,0.0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0e00a3d3c,1,4,0,5,0.25,6.0,0.0,5.75,0,0,1,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,1,1,1,4,1,0,0,0,0,0,1,0,27,36,729,25,36,1,2.7777777,0.0625,33.0625,729
ID_0c471f8b5,275000.0,0,5,0,1,1,0,0.0,0,2,2,1,2,3,1,4,5,5,5,6,0.0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0e00a3d3c,1,4,0,5,0.25,6.0,0.0,5.75,0,0,1,0,0,0,0,0,0,3,1.6666666,0,0,1,0,0,1,1,1,4,1,0,0,0,0,0,1,0,62,36,3844,25,36,1,2.7777777,0.0625,33.0625,3844
ID_57de763e0,275000.0,0,5,0,1,1,0,0.0,0,2,2,1,2,3,1,4,5,5,5,8,0.0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0e00a3d3c,1,4,0,5,0.25,6.0,0.0,5.75,0,0,0,1,0,0,0,0,0,3,1.6666666,0,0,1,0,0,1,1,1,4,1,0,0,0,0,0,1,0,20,64,400,25,36,1,2.7777777,0.0625,33.0625,400
ID_d8a14957e,0.0,0,10,0,1,1,1,2.0,0,1,1,0,1,1,0,2,2,2,2,9,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,384d00976,0,2,2,2,8.0,11.0,0.0,10.0,0,0,0,1,0,0,0,0,0,4,0.5,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,67,81,4489,4,121,0,0.25,64.0,100.0,4489
ID_242ee59d9,0.0,0,10,0,1,1,1,2.0,0,1,1,0,1,1,0,2,2,2,2,11,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,384d00976,0,2,2,2,8.0,11.0,0.0,10.0,0,0,0,0,1,0,0,0,0,4,0.5,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,71,121,5041,4,121,0,0.25,64.0,100.0,5041
ID_e94e78175,170000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,0,0.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,c2174ada3,1,4,0,5,0.25,0.0,6.0,7.5,1,0,0,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,6,0,36,25,0,1,6.25,0.0625,56.25,36
ID_6017c9e65,170000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,8,0.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,c2174ada3,1,4,0,5,0.25,0.0,6.0,7.5,0,0,0,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,23,64,529,25,0,1,6.25,0.0625,56.25,529
ID_88714eeac,170000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,10,0.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,c2174ada3,1,4,0,5,0.25,0.0,6.0,7.5,0,0,0,1,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,45,100,2025,25,0,1,6.25,0.0625,56.25,2025
ID_bc1bc9d9f,170000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,6,0.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,c2174ada3,1,4,0,5,0.25,0.0,6.0,7.5,0,0,1,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,38,36,1444,25,0,1,6.25,0.0625,56.25,1444
ID_345e5b63c,170000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,6,0.0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c2174ada3,1,4,0,5,0.25,0.0,6.0,7.5,0,0,1,0,0,0,0,0,0,2,2.5,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,61,36,3721,25,0,1,6.25,0.0625,56.25,3721
ID_022e75d71,90000.0,0,4,0,1,1,0,0.0,2,1,3,2,1,3,4,2,6,6,6,11,0.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a6af97626,4,2,0,6,2.0,11.0,0.0,8.0,0,0,0,0,1,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,38,121,1444,36,121,16,4.0,4.0,64.0,1444
ID_7f93c60c3,90000.0,0,4,0,1,1,0,0.0,2,1,3,2,1,3,4,2,6,6,6,5,0.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,a6af97626,4,2,0,6,2.0,11.0,0.0,8.0,0,1,0,0,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,38,25,1444,36,121,16,4.0,4.0,64.0,1444
ID_b53f40f79,90000.0,0,4,0,1,1,0,0.0,2,1,3,2,1,3,4,2,6,6,6,0,0.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a6af97626,4,2,0,6,2.0,11.0,0.0,8.0,1,0,0,0,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,4,0,16,36,121,16,4.0,4.0,64.0,16
ID_05c88e71d,90000.0,0,4,0,1,1,0,0.0,2,1,3,2,1,3,4,2,6,6,6,0,0.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a6af97626,4,2,0,6,2.0,11.0,0.0,8.0,1,0,0,0,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,36,121,16,4.0,4.0,64.0,0
ID_7beeca5ba,90000.0,0,4,0,1,1,0,0.0,2,1,3,2,1,3,4,2,6,6,6,4,0.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,a6af97626,4,2,0,6,2.0,11.0,0.0,8.0,0,1,0,0,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,11,16,121,36,121,16,4.0,4.0,64.0,121
ID_5fbc29474,90000.0,0,4,0,1,1,0,0.0,2,1,3,2,1,3,4,2,6,6,6,0,0.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,a6af97626,4,2,0,6,2.0,11.0,0.0,8.0,1,0,0,0,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,36,121,16,4.0,4.0,64.0,0
ID_79a87456c,175000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,7,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,06ee76de7,1,2,0,3,0.5,10.0,0.0,8.5,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,48,49,2304,9,100,1,2.25,0.25,72.25,2304
ID_af55d9543,175000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,7,3.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,06ee76de7,1,2,0,3,0.5,10.0,0.0,8.5,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,17,49,289,9,100,1,2.25,0.25,72.25,289
ID_bbc1ad33a,175000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,10,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,06ee76de7,1,2,0,3,0.5,10.0,0.0,8.5,0,0,0,1,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,58,100,3364,9,100,1,2.25,0.25,72.25,3364
ID_c852377bb,0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,14,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fe781ab4c,2,2,0,4,1.0,14.0,0.0,14.5,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,48,196,2304,16,196,4,1.7777778999999998,1.0,210.25,2304
ID_6aef2dec8,0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,15,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,fe781ab4c,2,2,0,4,1.0,14.0,0.0,14.5,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,45,225,2025,16,196,4,1.7777778999999998,1.0,210.25,2025
ID_3b12fa86d,0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,8,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fe781ab4c,2,2,0,4,1.0,14.0,0.0,14.5,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,15,64,225,16,196,4,1.7777778999999998,1.0,210.25,225
ID_00fda5e47,0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fe781ab4c,2,2,0,4,1.0,14.0,0.0,14.5,0,0,0,0,0,1,0,0,0,3,1.3333334,1,0,0,0,0,1,1,1,4,1,0,0,0,0,0,1,0,17,121,289,16,196,4,1.7777778999999998,1.0,210.25,289
ID_ed35fd190,0.0,0,7,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,16,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,a4093ed71,0,1,1,1,8.0,16.0,0.0,16.0,0,0,0,0,0,0,0,1,0,4,0.25,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,70,256,4900,1,256,0,0.0625,64.0,256.0,4900
ID_080eaa35f,0.0,0,3,0,1,1,0,0.0,0,0,0,0,2,2,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8dbe90b40,0,2,1,2,1.0,0.0,6.0,4.0,0,0,1,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,70,36,4900,4,0,0,4.0,1.0,16.0,4900
ID_bcfc06cdd,0.0,0,3,0,1,1,0,0.0,0,0,0,0,2,2,0,2,2,2,2,2,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8dbe90b40,0,2,1,2,1.0,0.0,6.0,4.0,0,1,0,0,0,0,0,0,0,1,2.0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,58,4,3364,4,0,0,4.0,1.0,16.0,3364
ID_fe81eee62,350000.0,0,7,0,1,1,1,2.0,0,1,1,0,4,4,0,5,5,5,5,16,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,69347139f,0,5,0,5,0.0,0.0,11.0,14.2,0,0,0,0,0,0,0,1,0,5,1.0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,29,256,841,25,0,0,1.0,0.0,201.64,841
ID_ddffba00a,350000.0,0,7,0,1,1,1,2.0,0,1,1,0,4,4,0,5,5,5,5,16,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,69347139f,0,5,0,5,0.0,0.0,11.0,14.2,0,0,0,0,0,0,0,1,0,5,1.0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,28,256,784,25,0,0,1.0,0.0,201.64,784
ID_89b5b851b,350000.0,0,7,0,1,1,1,2.0,0,1,1,0,4,4,0,5,5,5,5,11,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69347139f,0,5,0,5,0.0,0.0,11.0,14.2,0,0,0,0,1,0,0,0,0,5,1.0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,64,121,4096,25,0,0,1.0,0.0,201.64,4096
ID_bdfda8da1,350000.0,0,7,0,1,1,1,2.0,0,1,1,0,4,4,0,5,5,5,5,14,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,69347139f,0,5,0,5,0.0,0.0,11.0,14.2,0,0,0,0,0,0,0,1,0,5,1.0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,26,196,676,25,0,0,1.0,0.0,201.64,676
ID_123301f4c,350000.0,0,7,0,1,1,1,2.0,0,1,1,0,4,4,0,5,5,5,5,14,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69347139f,0,5,0,5,0.0,0.0,11.0,14.2,0,0,0,0,0,0,0,1,0,5,1.0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,59,196,3481,25,0,0,1.0,0.0,201.64,3481
ID_29828e26e,0.0,0,5,0,1,1,1,1.0,0,0,0,0,1,1,0,1,1,1,1,9,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,636f92294,0,1,1,1,8.0,0.0,9.0,9.0,0,0,0,1,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,75,81,5625,1,0,0,0.25,64.0,81.0,5625
ID_658cc1120,0.0,0,6,0,1,1,1,1.0,1,0,1,0,3,3,1,3,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,b2c65951a,1,3,1,4,1.0,0.0,11.0,11.333333,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,66,121,4356,16,0,1,1.7777778999999998,1.0,128.44444,4356
ID_98c115d86,0.0,0,6,0,1,1,1,1.0,1,0,1,0,3,3,1,3,4,4,4,9,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b2c65951a,1,3,1,4,1.0,0.0,11.0,11.333333,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,41,81,1681,16,0,1,1.7777778999999998,1.0,128.44444,1681
ID_fecfead5a,0.0,0,6,0,1,1,1,1.0,1,0,1,0,3,3,1,3,4,4,4,14,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,b2c65951a,1,3,1,4,1.0,0.0,11.0,11.333333,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,37,196,1369,16,0,1,1.7777778999999998,1.0,128.44444,1369
ID_18cb33272,0.0,0,6,0,1,1,1,1.0,1,0,1,0,3,3,1,3,4,4,4,0,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,b2c65951a,1,3,1,4,1.0,0.0,11.0,11.333333,1,0,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,1,0,1,16,0,1,1.7777778999999998,1.0,128.44444,1
ID_a7b7a17de,0.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3a6ca02dd,0,2,0,2,0.0,0.0,6.0,7.0,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,64,36,4096,4,0,0,0.44444448,0.0,49.0,4096
